Date,Open,High,Low,Close,Adj Close,Volume
3/12/19,45,45.668,44.843,44.725,45.228,129870336
3/13/19,45.563,45.825,45.23,45.228,45.428,124130096
3/14/19,45.975,46.025,45.64,45.428,45.933,94318032
3/15/19,46.213,46.833,45.935,45.933,46.53,156171648
3/18/19,46.45,47.098,46.448,46.53,47.005,104879328
3/19/19,47.088,47.248,46.48,47.005,46.633,126585476
3/20/19,46.558,47.373,46.183,46.633,47.04,124140924
3/21/19,47.505,49.083,47.453,47.04,48.773,204136948
3/22/19,48.835,49.423,47.695,48.773,47.763,169630664
3/25/19,47.878,47.995,46.65,47.763,47.185,175381172
3/26/19,47.916,48.22,46.145,47.185,46.698,199202152
3/27/19,47.188,47.44,46.638,46.698,47.118,119393708
3/28/19,47.238,47.39,46.883,47.118,47.18,83121452
3/29/19,47.458,47.52,47.135,47.18,47.488,94255844
4/1/19,47.91,47.92,47.095,47.488,47.81,111447856
4/2/19,47.773,48.615,47.763,47.81,48.505,91062928
4/3/19,48.313,49.125,48.288,48.505,48.838,93087320
4/4/19,48.698,49.093,48.285,48.838,48.923,76457100
4/5/19,49.113,49.275,48.983,48.923,49.25,74106576
4/8/19,49.105,50.058,49.085,49.25,50.025,103526788
4/9/19,50.08,50.713,49.808,50.025,49.875,143072948
4/10/19,49.67,50.185,49.545,49.875,50.155,86781152
4/11/19,50.213,50.25,49.611,50.155,49.738,83603232
4/12/19,49.8,50.035,49.053,49.738,49.718,111042672
4/15/19,49.645,49.963,49.503,49.718,49.808,70146584
4/16/19,49.865,50.343,49.64,49.808,49.813,102785540
4/17/19,49.885,50.845,49.653,49.813,50.783,115627120
4/18/19,50.78,51.038,50.63,50.783,50.965,96783064
4/19/19,50.78,51.038,50.63,50.783,50.965,96783064
4/22/19,50.708,51.235,50.585,50.965,51.133,77758180
4/23/19,51.108,51.938,50.975,51.133,51.87,93291964
4/24/19,51.84,52.12,51.763,51.87,51.79,70162436
4/25/19,51.708,51.94,51.28,51.79,51.32,74172824
4/26/19,51.225,51.25,50.53,51.32,51.075,74596408
4/29/19,51.1,51.493,50.965,51.075,51.153,88818864
4/30/19,50.765,50.85,49.778,51.153,50.168,186139692
5/1/19,52.47,53.828,52.308,50.168,52.63,259309312
5/2/19,52.46,53.163,52.033,52.63,52.288,127985296
5/3/19,52.723,52.96,52.558,52.288,52.938,83569512
5/6/19,51.073,52.21,50.875,52.938,52.12,129772452
5/7/19,51.47,51.854,50.206,52.12,50.715,155054792
5/8/19,50.475,51.335,50.438,50.715,50.725,105358016
5/9/19,50.1,50.42,49.165,50.725,50.18,139634428
5/10/19,49.355,49.713,48.193,50.18,49.295,164834848
5/13/19,46.928,47.37,45.713,49.295,46.43,229722492
5/14/19,46.603,47.425,46.353,46.43,47.165,146118708
5/15/19,46.568,47.938,46.505,47.165,47.73,106178872
5/16/19,47.478,48.117,47.21,47.73,47.52,132125456
5/17/19,46.733,47.725,46.69,47.52,47.25,131516360
5/20/19,45.88,46.087,45.071,47.25,45.773,154449160
5/21/19,46.305,47,46.175,45.773,46.65,113459392
5/22/19,46.165,46.428,45.638,46.65,45.695,118994224
5/23/19,44.95,45.135,44.453,45.695,44.915,146118944
5/24/19,45.05,45.535,44.655,44.915,44.743,94858744
5/27/19,45.05,45.535,44.655,44.915,44.743,94858744
5/28/19,44.73,45.148,44.478,44.743,44.558,111792640
5/29/19,44.105,44.838,44,44.558,44.345,113924660
5/30/19,44.488,44.808,44.168,44.345,44.575,84873648
5/31/19,44.058,44.498,43.748,44.575,43.768,108174336
6/3/19,43.9,44.48,42.568,43.768,43.325,161584276
6/4/19,43.86,44.958,43.63,43.325,44.91,123871844
6/5/19,46.07,46.248,45.285,44.91,45.635,119093708
6/6/19,45.77,46.368,45.537,45.635,46.305,90105244
6/7/19,46.628,47.98,46.443,46.305,47.538,122737572
6/10/19,47.953,48.843,47.905,47.538,48.145,104883404
6/11/19,48.715,49,48.4,48.145,48.703,107731528
6/12/19,48.488,48.993,48.346,48.703,48.548,73012756
6/13/19,48.675,49.198,48.4,48.548,48.538,86698500
6/14/19,47.886,48.397,47.575,48.538,48.185,75045896
6/17/19,48.225,48.74,48.043,48.185,48.473,58676576
6/18/19,49.013,50.073,48.803,48.473,49.613,106204016
6/19/19,49.92,49.97,49.328,49.613,49.468,84496940
6/20/19,50.093,50.153,49.508,49.468,49.865,86055952
6/21/19,49.7,50.213,49.538,49.865,49.695,191202356
6/24/19,49.635,50.04,49.543,49.695,49.645,72881684
6/25/19,49.608,49.815,48.823,49.645,48.893,84281336
6/26/19,49.443,50.248,49.338,48.893,49.95,104270048
6/27/19,50.073,50.393,49.893,49.95,49.935,83598868
6/28/19,49.67,49.874,49.263,49.935,49.48,124442568
7/1/19,50.793,51.123,50.163,49.48,50.388,109266956
7/2/19,50.353,50.783,50.34,50.388,50.683,67740868
7/3/19,50.82,51.11,50.673,50.683,51.103,45448180
7/4/19,50.82,51.11,50.673,50.683,51.103,45448180
7/5/19,50.838,51.27,50.725,51.103,51.058,69062072
7/8/19,50.203,50.35,49.603,51.058,50.005,101354512
7/9/19,49.8,50.378,49.703,50.005,50.31,82312060
7/10/19,50.463,50.933,50.39,50.31,50.808,71588552
7/11/19,50.828,51.098,50.428,50.808,50.438,80767368
7/12/19,50.613,51,50.55,50.438,50.825,70380848
7/15/19,51.023,51.468,51,50.825,51.303,67789680
7/16/19,51.148,51.528,50.875,51.303,51.125,67467264
7/17/19,51.013,51.273,50.818,51.125,50.838,56429800
7/18/19,51,51.47,50.925,50.838,51.415,74328644
7/19/19,51.448,51.625,50.59,51.415,50.648,83717228
7/22/19,50.913,51.808,50.903,50.648,51.805,89111728
7/23/19,52.115,52.228,51.823,51.805,52.21,73420840
7/24/19,51.918,52.288,51.793,52.21,52.168,59966268
7/25/19,52.223,52.31,51.683,52.168,51.755,55638248
7/26/19,51.87,52.433,51.785,51.755,51.935,70475496
7/29/19,52.115,52.66,52.11,51.935,52.42,86693556
7/30/19,52.19,52.54,51.828,52.42,52.195,135742872
7/31/19,54.105,55.343,52.825,52.195,53.26,277125444
8/1/19,53.475,54.508,51.686,53.26,52.108,216071688
8/2/19,51.383,51.608,50.408,52.108,51.005,163448488
8/5/19,49.498,49.662,48.145,51.005,48.335,209571876
8/6/19,49.078,49.517,48.51,48.335,49.25,143299148
8/7/19,48.853,49.89,48.455,49.25,49.76,133457600
8/8/19,50.05,50.883,49.848,49.76,50.858,108038092
8/9/19,50.325,50.69,49.823,50.858,50.248,98478984
8/12/19,49.905,50.513,49.788,50.248,50.12,89927556
8/13/19,50.255,53.035,50.208,50.12,52.243,190159144
8/14/19,50.79,51.61,50.647,52.243,50.688,146189772
8/15/19,50.865,51.285,49.918,50.688,50.435,111533452
8/16/19,51.07,51.79,50.96,50.435,51.625,115254496
8/19/19,52.655,53.183,52.506,51.625,52.588,97727660
8/20/19,52.72,53.338,52.58,52.588,52.59,107678116
8/21/19,53.248,53.413,52.901,52.59,53.16,86258988
8/22/19,53.298,53.609,52.688,53.16,53.115,89071276
8/23/19,52.358,53.013,50.25,53.115,50.66,187531372
